description_cost,category,componentsubtype,componenttype,description_id,description_details,damage,damage2,heatgenerated,aura2_ams,aura2_c3,aura2_c3i,aura2_c3m,aura2_c3ms,aura2_eccm,aura2_eccm_protect,aura2_ecm,aura2_jammer,aura2_searchlight,custom_bonusdescriptions
930000,Energy,Weapon,Weapon,Weapon_PPC_PPCER_0-STOCK,"An improvement upon standard PPCs, Extended-Range PPCs greatly extend their effective range at the c",55,55,45,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 1"",""WpnRecoil: 1"",""LosTech"",""MineClearanceBoom: 1""]}"
880000,Energy,Weapon,Weapon,Weapon_ER_PPC_LIGHT,Coming from the same project that experimented with Capacitators on PPC's was this an attempt increa,40,40,26,,,,,,,,,,,"{""Bonuses"":[""WpnRecoil: 3"",""PPCDEBUFF: 1"",""MineClearanceBoom: 1""]}"
860000,Energy,Weapon,Weapon,Weapon_Pirate_PLASMA,I dont wanna know what Moonshine was responsible for this. Someone hotwired a Clan and Standard Plas,15,15,50,,,,,,,,,,,"{""Bonuses"":[""OHDamage: 70%"",""PLASMADEBUFF: 15%"",""DmgFallOff: 25%"",""WpnRecoil: 2"",""AreaOfEffect: 90"",""AreaOfEffectDmg: 30"",""AreaOfEffectHeatDmg: 30"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 20"",""FireTerrainDuration: 3"",""FireTerrainStrength: 15"",""ExplodiumFlat: 10%"",""WeaponBoom: 20"",""NoAA"",""IsPlasma""]}"
800000,Energy,Weapon,Weapon,Weapon_PPC_PPCER_JuryRigged,This marvel of engineering has been violated in so many ways. I can not begin to decipher what it's ,60,60,45,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 1"",""PipsIgnored: 1"",""VariableDmg: 15"",""DmgFallOff: 40%"",""WpnAccuracy: -1"",""WpnRecoil: 3"",""MineClearanceBoom: 1""]}"
780000,Energy,Weapon,Weapon,Weapon_PPC_PPC_HEAVY,"Researched by the Draconis Combine, the Heavy PPC is a larger, more potent version of the Particle P",75,75,45,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 2"",""WpnRecoil: 3"",""MineClearanceBoom: 2"",""ModesCanMisfire""]}"
780000,Energy,Weapon,Weapon,Weapon_PPC_PIRATE_SNUBNOSE,The Snub-Nose PPC is to a Particle Projector Cannon as a sawed-off is to a shotgun. And in typical p,15,75,30,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 1"",""WpnRecoil: 3"",""WpnAccuracy: -1"",""DmgFallOff: 35%"",""Explodium: 10%"",""WeaponBoom: 70""]}"
780000,Energy,Weapon,Weapon,Weapon_PPC_PIRATE_LIGHT,"Yeah Boss, this is still a Light PPC, and yes that's parts of an capacitor where the shielding shoul",30,30,22,,,,,,,,,,,"{""Bonuses"":[""ModesCanMisfire"",""PPCDEBUFF: 1"",""WpnRecoil: 0"",""WeaponBoom: 40"",""PiratePPCCap"",""MineClearanceBoom: 1""]}"
780000,Energy,Weapon,Weapon,Weapon_PPC_PPC_HEAVY_Improved,Developed by Skobel Mechworks on Terra in Conjunction with RISC does this Heavy PPC trade a Reliable,90,90,55,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 2"",""DmgFallOff: 60%"",""WpnRecoil: 2"",""MineClearanceBoom: 2""]}"
780000,Energy,Weapon,Weapon,Weapon_PPC_HEAVY_CAPACITATOR,"A Word of Blake Heavy PPC Design with Integrated Capacitator, the 'Divine Wrath' is able to fire a e",80,80,50,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 4"",""DmgFallOff: 60%"",""WpnRecoil: 3"",""MineClearanceBoom: 2""]}"
660000,Energy,Weapon,Weapon,Weapon_PALASMA,"So, someone hotwired this 'Palasma' Cannon into the Mech's Cooling systems, basically routing most o",25,25,20,,,,,,,,,,,"{""Bonuses"":[""ModesCanMisfire"",""OHDamage: 50%"",""PLASMADEBUFF: 15%"",""DmgFallOff: 50%"",""WpnRecoil: 2"",""WeaponBoom: 35"",""IsPalasma: 10%""]}"
660000,Energy,Weapon,Weapon,Weapon_FLAMER_PLASMA,This Plasma Cannon prototype accelerates and superheats a cartridge of 'plastic foam' into an excite,35,35,21,,,,,,,,,,,"{""Bonuses"":[""OHDamage: 50%"",""VariableDmg: 5"",""PLASMADEBUFF: 15%"",""DmgFallOff: 15%"",""WpnRecoil: 2"",""WeaponBoom: 35"",""IsPlasma""]}"
660000,Energy,Weapon,Weapon,Weapon_Prototype_PLASMA,Unlike later variants using cartridges with excitable Matter draws this Plasma Cannon entirely upon ,30,30,50,,,,,,,,,,,"{""Bonuses"":[""OHDamage: X2"",""VariableDmg: 5"",""PLASMADEBUFF: 20%"",""DmgFallOff: 5%"",""WpnRecoil: 2"",""WeaponBoom: 10"",""IsPlasma""]}"
660000,Energy,Weapon,Weapon,Weapon_LAVA_PLASMA,This is 3 Plasma Cannons with a single rapid feeding mechanism that fails to properly create the pla,20,60,60,,,,,,,,,,,"{""Bonuses"":[""DmgFallOff: 50%"",""WpnRecoil: 2"",""WeaponBoom: 35"",""IsPlasma""]}"
580000,Energy,Weapon,Weapon,Weapon_PPC_PPC_SNUBNOSE,The Snub-Nose PPC is to a Particle Projector Cannon as a sawed-off shotgun is to a shotgun. This ver,60,60,30,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 1"",""WpnRecoil: 2"",""DmgFallOff: 50%"",""MineClearanceBoom: 1""]}"
580000,Energy,Weapon,Weapon,Weapon_PPC_PPC_LIGHT,The Light PPC is a lighter version of the Particle Projector Cannon. Researched by the Draconis Comb,25,25,15,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 1"",""WpnRecoil: 1"",""PPCDEBUFF: 1"",""MineClearanceBoom: 1"",""ModesCanMisfire""]}"
580000,Energy,Weapon,Weapon,Weapon_PPC_PPC_SNUBNOSE_RISC,After the successful Testing of Twin Linked Capacitators on the Light PPC was this version conceived,60,120,60,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 1"",""WpnRecoil: 2"",""TwinLinkedCap"",""WeaponJAM: 10"",""WeaponJAMFlat: 10%"",""DmgFallOff: 35%"",""MineClearanceBoom: 1""]}"
430000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_2-Magna,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",15,75,25,,,,,,,,,,,
428000,Energy,Weapon,Weapon,Weapon_PPZ_JuryRigged,"Someone modified the flux capacitor to generate a more debilitating EM field. Problem is, it looks l",60,60,45,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 4"",""WpnCrits: +50%"",""VariableDmg: 10"",""DmgFallOff: 33%"",""WpnAccuracy: -2"",""WpnRecoil: 2"",""MineClearanceBoom: 1""]}"
400000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_2-Donal,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",25,125,35,,,,,,,,,,,
360000,Energy,Weapon,Weapon,Weapon_PPC_PPC_2-Tiegart,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,60,60,40,,,,,,,,,,,"{""Bonuses"":[""WpnRecoil: 3"",""PPCDEBUFF: 1"",""TiegartPPC"",""MineClearanceBoom: 1""]}"
340000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_2-Ceres_Arms,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",15,75,35,,,,,,,,,,,
340000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_1-Magna,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",15,75,30,,,,,,,,,,,
330000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_1-Donal,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",20,100,35,,,,,,,,,,,
328000,Energy,Weapon,Weapon,Weapon_PPC_PPC_JuryRigged,It looks like someone combined the burned out and broken parts of two PPCs to create one barely-func,55,55,35,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 2"",""WpnCrits: +20%"",""VariableDmg: 25"",""RangedDmg: +75%"",""MinRangeDamage: -75%"",""WpnAccuracy: +1"",""WpnRecoil: 4"",""MineClearanceBoom: 1""]}"
300000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_1-Ceres_Arms,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",15,75,35,,,,,,,,,,,
260000,Energy,Weapon,Weapon,Weapon_PPC_PPCSnub_0-STOCK,"A unique modification of a standard Particle Projector Cannon, the Snub PPC utilizes the same energy",15,75,35,,,,,,,,,,,
230000,Energy,Weapon,Weapon,Weapon_PPC_PPC_2-Ceres_Arms,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,47,47,30,,,,,,,,,,,"{""Bonuses"":[""WpnRecoil: 0"",""PPCDEBUFF: 1"",""CeresArmsPPC"",""MineClearanceBoom: 1""]}"
220000,Energy,Weapon,Weapon,Weapon_PPC_PPC_JRCAP,"Particle Projector Cannons are technological Marvel's, that is until some paint sniffing jackass com",50,50,40,,,,,,,,,,,"{""Bonuses"":[""ModesCanMisfire"",""WpnRecoil: 1"",""PPCDEBUFF: 1"",""WeaponBoom: 55"",""PiratePPCCap"",""MineClearanceBoom: 1""]}"
210000,Energy,Weapon,Weapon,Weapon_PPC_PPC_2-Donal,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,50,50,35,,,,,,,,,,,"{""Bonuses"":[""WpnRecoil: 2"",""PPCDEBUFF: 3"",""DonalPPC"",""MineClearanceBoom: 1""]}"
200000,Energy,Weapon,Weapon,Weapon_PPC_PPC_3-Defiance,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,50,50,30,,,,,,,,,,,"{""Bonuses"":[""DefiancePPC"",""PPCDEBUFF: 2"",""WpnRecoil: 1"",""MineClearanceBoom: 1"",""ModesCanMisfire""]}"
200000,Energy,Weapon,Weapon,Weapon_PPC_PPC_1-Tiegart,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,50,50,33,,,,,,,,,,,"{""Bonuses"":[""TiegartPPC"",""PPCDEBUFF: 1"",""WpnRecoil: 1"",""MineClearanceBoom: 1"",""ModesCanMisfire""]}"
200000,Energy,Weapon,Weapon,Weapon_PPC_PPC_1-Donal,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,45,45,35,,,,,,,,,,,"{""Bonuses"":[""DonalPPC"",""PPCDEBUFF: 2"",""AreaOfEffect: 60"",""WpnRecoil: 2"",""MineClearanceBoom: 1"",""ModesCanMisfire""]}"
200000,Energy,Weapon,Weapon,Weapon_PPC_PPC_1-Ceres_Arms,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,50,50,30,,,,,,,,,,,"{""Bonuses"":[""CeresArmsPPC"",""PPCDEBUFF: 1"",""WpnRecoil: 1"",""MineClearanceBoom: 1"",""ModesCanMisfire""]}"
180000,Energy,Weapon,Weapon,Weapon_PPC_PPC_0-STOCK,Particle Projector Cannons ''PPCs'' fire streams of energized lightning at their target that deal su,50,50,30,,,,,,,,,,,"{""Bonuses"":[""PPCDEBUFF: 1"",""MineClearanceBoom: 1"",""ModesCanMisfire""]}"
0,Melee,Weapon,Weapon,Weapon_MeleeAttack,,0,,0,,,,,,,,,,,
0,Melee,Weapon,Weapon,Weapon_DFAAttack,,100,200,0,,,,,,,,,,,
57600,Missile,Weapon,Weapon,Weapon_Bomb_LightAA,"TWO Hardpoints, Half Ton Carry (VTOL 20 tons minimum mass). Not quite as potent as the air-to-air Ar",30,30,0,,,,,,,,,,,"{""Bonuses"":[""BoltOn: 0.5"",""1shot"",""Streak"",""PipsIgnored: 1"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +6"",""AccuracyUnit: Ground Units"",""AccuracyUnit2: -6"",""AMSChance: -20%"",""MissileHP: 6"",""Bomb""]}"
50000,Missile,Weapon,Weapon,Weapon_Bomb_2_LightAA_Twin,"Not quite as potent as the air-to-air Arrow missiles introduced by the Lyrans and the Wolves, this m",30,60,0,,,,,,,,,,,"{""Bonuses"":[""BoltOn: 1"",""1shot"",""Streak"",""PipsIgnored: 1"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +6"",""AccuracyUnit: Ground Units"",""AccuracyUnit2: -6"",""AMSChance: -20%"",""MissileHP: 8"",""Bomb""]}"
50000,Missile,Weapon,Weapon,Weapon_Bomb_2_ATGM10,High-Explosive Bombs are one of several common bomb types that can be carried by aerospace and conve,55,55,0,,,,,,,,,,,"{""Bonuses"":[""BoltOn: 2"",""Streak"",""PipsIgnored: 1"",""WpnAccuracy: +1"",""MissileHP: 8"",""InternalAmmoShots: 2"",""MineClearanceBoom: 2"",""NoAA"",""Bomb""]}"
1536000,Missile,Weapon,Weapon,Weapon_Artillery_ArrowIV_CLAN,"The Arrow IV is a stand-alone, missile based, artillery system, designed to augment conventional sys",100,100,37,,,,,,,,,,,"{""Bonuses"":[""IsArtillery"",""FLAKmode"",""DIRECTmode"",""WpnRecoil: 2"",""ForbiddenRange: 180"",""AMSChance: -10%"",""MissileHP: 20""]}"
1152000,Missile,Weapon,Weapon,Weapon_Artillery_ArrowIV,"The Arrow IV is a stand-alone, missile based, artillery system, designed to augment conventional sys",100,100,30,,,,,,,,,,,"{""Bonuses"":[""IsArtillery"",""FLAKmode"",""DIRECTmode"",""WpnRecoil: 2"",""ForbiddenRange: 180"",""AMSChance: -10%"",""MissileHP: 20""]}"
1152000,Missile,Weapon,Weapon,Weapon_Artillery_ArrowIV_Oneshot_X5,"The Arrow IV is a stand-alone, missile based, artillery system, designed to augment conventional sys",100,100,30,,,,,,,,,,,"{""Bonuses"":[""InternalAmmoShots: 5"",""AreaOfEffect: 75"",""AreaOfEffectConversion: 90%"",""IsArtillery"",""FLAKmode"",""DIRECTmode"",""WpnRecoil: 2"",""ForbiddenRange: 180"",""AMSChance: -10%"",""MissileHP: 20""]}"
115200,Missile,Weapon,Weapon,Weapon_Artillery_ArrowIV_Oneshot,"The Arrow IV is a stand-alone, missile based, artillery system, designed to augment conventional sys",100,100,30,,,,,,,,,,,"{""Bonuses"":[""1shot"",""AreaOfEffect: 75"",""AreaOfEffectConversion: 90%"",""IsArtillery"",""FLAKmode"",""DIRECTmode"",""ForbiddenRange: 180"",""AMSChance: -10%"",""MissileHP: 20""]}"
50000,Missile,Weapon,Weapon,Weapon_Bomb_ArrowIV,"The Arrow IV is a stand-alone, missile based, artillery system, designed to augment conventional sys",100,100,30,,,,,,,,,,,"{""Bonuses"":[""BoltOn: 1"",""1shot"",""IsArtillery"",""FLAKmode"",""DIRECTmode"",""WpnRecoil: 3"",""ForbiddenRange: 180"",""AMSChance: -10%"",""MissileHP: 20""]}"
50000,Missile,Weapon,Weapon,Weapon_Bomb_AAA_Arrow,"The Arrow IV is a stand-alone, missile based, artillery system, designed to augment conventional sys",100,100,30,,,,,,,,,,,"{""Bonuses"":[""BoltOn: 1"",""1shot"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +3"",""AccuracyUnit: Ground Units"",""AccuracyUnit2: -100"",""PipsIgnored: 15"",""AMSChance: -20%"",""MissileHP: 20""]}"
950000,Missile,Weapon,Weapon,Weapon_LRM_Thunderbolt30-jrig,This is three Thunderbolt missile launchers bolted together and wired to a single guidance system. T,50,150,42,,,,,,,,,,,"{""Bonuses"":[""Indirect"",""AMSChance: -10%"",""WpnRecoil: 3"",""WeaponJAM: 10%"",""ModesCanMisfire"",""IsThunderbolt"",""DoesCluster""]}"
760000,Missile,Weapon,Weapon,Weapon_ATM6_JuryRigged,"This was an Advanced Tactical Missile system, before someone turned it into this wreckage. This is t",5,30,9,,,,,,,,,,,"{""Bonuses"":[""PirateATM"",""DakkaBoom: 8"",""WeaponJAM: 10%"",""WpnRecoil: 2"",""IndirectMML"",""DoesCluster""]}"
712500,Missile,Weapon,Weapon,Weapon_RISC_MML_10_Quirk,"A Product of the RISC MML Program for the Raptor II Experimentals, it has an Advanced Targeting Syst",4,40,13,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 1"",""WpnAccuracy: +1"",""WpnRecoil: +2"",""MML"",""IndirectMML"",""WeaponJAMFlat: 15%""]}"
412500,Missile,Weapon,Weapon,Weapon_RISC_MML_10,RISC Engineers took an interest in the Mercenary created MML systems and tried to adapt them for a m,4,40,13,,,,,,,,,,,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster"",""WeaponJAMFlat: 15%"",""DakkaBoom: 6""]}"
378000,Missile,Weapon,Weapon,Weapon_LRM_iATM6_CLAN,The Improved Advanced Tactical Missile system (iATM) was developed by The Society. Like the Advanced,8,48,12,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 2"",""WpnAccuracy: +1"",""Streak"",""DoesCluster"",""iATM""]}"
375000,Missile,Weapon,Weapon,Weapon_MML_5,"Multi-Missile Launchers can fire both LRM and SRM, including any special warhead types, and are comp",5,25,4,,,,,,,,,,,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster""]}"
375000,Missile,Weapon,Weapon,Weapon_Streak_MML_5,Marrying the Streak System from Clantech Launchers to a MML selector system allowed RISC Engineers t,5,25,5,,,,,,,,,,,"{""Bonuses"":[""StreakMML"",""Streak"",""DoesCluster""]}"
300000,Missile,Weapon,Weapon,Weapon_LRM_Thunderbolt10,The Thunderbolt launcher is an offshoot of standard LRM technology. Instead of firing groups of miss,55,55,15,,,,,,,,,,,"{""Bonuses"":[""IsThunderbolt"",""Indirect""]}"
291000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_JuryRigged,"Some shit rewired the Guidance system so poorly, and so many times, that I'm pretty sure it would ju",5,50,12,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: -1"",""OHDamage: 75%"",""PipsIgnored: 1"",""VariableDmg: 2"",""WeaponJAM: 10%"",""Indirect"",""DoesCluster""]}"
270000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_CLAN,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",4,40,10,,,,,,,,,,,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster""]}"
270000,Missile,Weapon,Weapon,Weapon_LRM_ATM6_CLAN,The Advanced Tactical Missile system (ATM) was developed by Clan Coyote and allows its users to choo,8,48,12,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 1"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""DoesCluster"",""WeaponClustering: 9"",""ATM"",""Indirect""]}"
270000,Missile,Weapon,Weapon,Weapon_LRM_LRM6_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,24,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
270000,Missile,Weapon,Weapon,Weapon_HEAVY_MRM_20,Based upon Advances by the Combine and with knowledge from Clan Missile Launchers have RISC Engineer,8,160,20,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""DakkaBoom: 10"",""HMRM""]}"
250000,Missile,Weapon,Weapon,Weapon_LRM_METEOR_20,A Prototype Missile System combining a Tandem Warhead with Streak Guidance in a disposable Rocket Sy,2,40,10,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""ThroughArmorDamage: 2"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +3"",""Streak"",""IsRocket: 10"",""InternalAmmo: 4""]}"
250000,Missile,Weapon,Weapon,Weapon_LRM_METEOR_10,A Prototype Missile System combining a Tandem Warhead with Streak Guidance in a disposable Rocket Sy,2,20,5,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""ThroughArmorDamage: 2"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +3"",""Streak"",""IsRocket: 10"",""InternalAmmo: 4""]}"
240000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_EXTENTED,The Extended LRM (ELRM) system was designed by engineers in the Federated Commonwealth. The ELRM pai,4,40,18,,,,,,,,,,,"{""Bonuses"":[""RangedDmg: +100%"",""Indirect"",""DoesCluster""]}"
225000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_STREAK,The Streak LRM marries the Streak guidance system with a standard LRM launcher. Developed by Clan Co,4,40,12,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""PipsIgnored: +1"",""Streak"",""DoesCluster""]}"
225000,Missile,Weapon,Weapon,Weapon_MRM_20,The Medium-Range Missile Launcher was designed by scientists at Luthien Armor Works. MRMs are dead-f,5,100,18,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: -1"",""AMSChance: -20%"",""MRM""]}"
225000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_ENHANCED,Enhanced Long Range Missiles were developed by the Federated Commonwealth in response to the superio,5,50,12,,,,,,,,,,,"{""Bonuses"":[""RangedDmg: +50%"",""Indirect"",""DoesCluster""]}"
225000,Missile,Weapon,Weapon,Weapon_STREAK_MRM20,"Coming from Solaris, the Streak MRM weapons system marries Streak Guidance to a MRM launcher, giving",5,100,16,,,,,,,,,,,"{""Bonuses"":[""Streak"",""DoesCluster"",""MRM""]}"
200000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_3-Zeus,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",6,60,8,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 10%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
200000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_2-Telos,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,8,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +15%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
200000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_2-Delta,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,8,,,,,,,,,,,"{""Bonuses"":[""AMSChance: -15%"",""WpnRecoil: 1"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
180000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_2-Zeus,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",6,60,8,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
180000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_1-Telos,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,8,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +10%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
180000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_1-LongFire,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,9,,,,,,,,,,,"{""Bonuses"":[""Range: +60"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
180000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_1-Delta,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,8,,,,,,,,,,,"{""Bonuses"":[""AMSChance: -25%"",""WpnRecoil: 2"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
170000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_2-LongFire,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,9,,,,,,,,,,,"{""Bonuses"":[""Range: +80"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
150000,Missile,Weapon,Weapon,Weapon_LRM_LRM10_0-STOCK,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",5,50,8,,,,,,,,,,,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
150000,Missile,Weapon,Weapon,Weapon_MARS,Based on an ancient Ballistic Multiple Launch Rocket System does this fire Long Range Area of Effect,2,20,10,,,,,,,,,,,"{""Bonuses"":[""AreaOfEffect: 60"",""AreaOfEffectDmg: 6"",""InternalAmmoShots: 5"",""InternalAmmo: 4"",""MissileHP: 5"",""NoAA"",""IsRocket: 10"",""ForbiddenRange: 120""]}"
150000,Missile,Weapon,Weapon,Weapon_QUIRK_INFERNOLAUNCHER10,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and re",1,10,5,,,,,,,,,,,"{""Bonuses"":[""Inferno: 1"",""InternalAmmo: 1"",""MissileHP: 2"",""IsInfernoRocket: 10""]}"
150000,Missile,Weapon,Weapon,Weapon_MARS_Quirk,Based on an ancient Ballistic Multiple Launch Rocket System does this fire Long Range Area of Effect,2,20,10,,,,,,,,,,,"{""Bonuses"":[""AreaOfEffect: 60"",""AreaOfEffectDmg: 6"",""MissileHP: 6"",""IsRocket: 10""]}"
150000,Missile,Weapon,Weapon,Weapon_Infantry_LRM,"The LRM10 rack of Long-Range Missiles occupies a supporting fire role when mounted on most units, wi",4,60,12,,,,,,,,,,,"{""Bonuses"":[""MissileHP: 1""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM9_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,36,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM8_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,32,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM7_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,28,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
15000,Missile,Weapon,Weapon,Weapon_TANK_ROCKETLAUNCHER10,"Rocket Launchers are cheap, unguided, one-shot missile launchers. The Pack's have five rockets stack",6,60,5,,,,,,,,,,,"{""Bonuses"":[""InternalAmmoShots: 5"",""InternalAmmo: 4"",""MissileHP: 3"",""IsRocket: 10""]}"
15000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETTANDEM10,"Tandem Charge Rocket Launcher are a Periphery Favourite to gamble on taking a target out fast, allow",2,20,5,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""ThroughArmorDamage: 2"",""IsRocket: 10"",""InternalAmmo: 4""]}"
15000,Missile,Weapon,Weapon,Weapon_LRM_INFERNOLAUNCHER10,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and re",2,20,5,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 2"",""Inferno: 1"",""IsInfernoRocket: 10"",""InternalAmmo: 1""]}"
15000,Missile,Weapon,Weapon,Weapon_HEAVY_ROCKETLAUNCHER10,"Heavy Rocket Launcher operate on the same Principle as the normal widespread Rocket Launcher, being ",12,120,15,,,,,,,,,,,"{""Bonuses"":[""1shot"",""WpnAccuracy: -1"",""MissileHP: 4"",""IsRocket: 10"",""InternalAmmo: 12""]}"
